habitaciones;baÒos;parqueaderos;area_construida_m2;area_privada_m2;estrato;estado;antig¸edad_aÒos;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Porteria/ Recepcion;Zonas Verdes;Salon Comunal;Balcon;Barra estilo americano;Calentador;Chimenea;Citofono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Deposito / Bodega;nombre;ubicacion;precio
4;4;3;243;200;3;Bueno;16 a 30  ;No definida;†2.469.135,8  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Casa;Marsella;600000000
3;2;3;130;0;4;Excelente;menor a 1 ;†400.000 COP;†6.769.230,77  ;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Paredes;880000000
4;3;2;140;140;6;Excelente;1 a 8  ;†1.500.000 COP;†6.785.714,29  ;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;950000000
3;4;3;311;311;4;Bueno;9 a 15  ;†890.000 COP;†5.003.215,43  ;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Casa;Cerros de Suba;1556000000
4;4;2;143;0;3;Excelente;16 a 30  ;No definida;†4.545.454,55  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;Casa;Santa Maria del Lago;650000000
3;5;4;420;420;6;Excelente;16 a 30  ;†1.050.000 COP;†3.690.476,19  ;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;Apartamento;La Carolina;1550000000
3;1;0;51;46;3;Bueno;9 a 15  ;†210.000 COP;†4.117.647,06  ;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Colina;210000000
2;3;2;156;156;6;No definida;mas de 30  ;No definida;†6.089.743,59  ;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;Apartamento;La Cabrera;950000000
5;3;2;260;260;4;No definida;mas de 30  ;No definida;†3.807.692,31  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Modelia;990000000
3;2;2;94;0;4;Excelente;9 a 15  ;†380.000 COP;†5.085.106,38  ;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Portales del norte;478000000
5;7;4;570;0;5;Excelente;9 a 15  ;†1.200.000 COP;†5.087.017,54  ;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;San Jose de Bavaria;2899600000
3;4;2;117;0;5;Excelente;16 a 30  ;†670.000 COP;†5.085.470,09  ;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogota;595000000
4;4;2;160;0;4;Excelente;9 a 15  ;No definida;†6.562.500  ;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafe;1050000000
1;3;2;336;300;4;Bueno;16 a 30  ;No definida;†3.184.523,81  ;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
2;2;2;77;0;6;Bueno;1 a 8  ;†555.000 COP;†10.259.740,26  ;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Chico;790000000
3;4;3;200;185;6;Excelente;1 a 8  ;†1.050.000 COP;†9.500.000  ;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara Alta;1900000000
3;2;1;88;88;6;Excelente;1 a 8  ;No definida;†6.250.000  ;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Casablanca;550000000
4;2;1;98;0;3;Bueno;16 a 30  ;†285.000 COP;†4.285.714,29  ;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;420000000
4;3;0;280;0;3;Excelente;16 a 30  ;No definida;†1.142.857,14  ;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;2;1;100;100;3;No definida;9 a 15  ;†231.000 COP;†4.150.000  ;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;Apartamento;Alameda;415000000
2;2;2;191;191;6;Excelente;16 a 30  ;No definida;†6.020.942,41  ;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;El Refugio;1150000000
4;4;2;200;0;4;Excelente;16 a 30  ;No definida;†3.250.000  ;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Casa;Cedritos;650000000
8;3;0;216;190;3;Bueno;16 a 30  ;No definida;†1.365.740,74  ;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;Casa;Santa Catalina;295000000
3;3;3;130;130;5;No definida;mas de 30  ;†630.000 COP;†4.230.769,23  ;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;550000000
4;4;1;163;163;4;No definida;mas de 30  ;No definida;†2.944.785,28  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;480000000
3;2;0;77;77;4;Excelente;mas de 30  ;†70.000 COP;†4.935.064,94  ;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;1;84;76;3;Bueno;1 a 8  ;No definida;†4.142.857,14  ;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;Pinos de Lombardia;348000000
4;3;0;280;0;3;Excelente;16 a 30  ;No definida;†1.142.857,14  ;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
2;3;2;122;122;6;Bueno;1 a 8  ;†730.000 COP;†10.081.967,21  ;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Chico;1230000000
2;2;0;49;49;3;Excelente;menor a 1 ;†50.000 COP;†4.265.306,12  ;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Bravo Paez;209000000
2;4;2;290;290;6;Bueno;mas de 30  ;†2.150.000 COP;†6.724.137,93  ;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;La Cabrera;1950000000
3;3;2;129;129;5;Bueno;16 a 30  ;†397.000 COP;†5.658.914,73  ;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Casa;DelMonte;730000000
3;2;2;84;0;4;Excelente;16 a 30  ;†400.000 COP;†5.357.142,86  ;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Colina Campestre;450000000
3;2;1;73;0;3;Bueno;9 a 15  ;†215.000 COP;†4.109.589,04  ;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Turingia;300000000
2;2;2;73;68;4;Bueno;1 a 8  ;†280.000 COP;†7.808.219,18  ;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;570000000
2;2;1;68;0;5;Bueno;mas de 30  ;†415.000 COP;†6.176.470,59  ;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Virrey;420000000
2;3;2;91;0;5;Excelente;1 a 8  ;†413.000 COP;†8.791.208,79  ;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Occidental;800000000
2;2;1;70;70;5;No definida;mas de 30  ;†679.000 COP;†8.285.714,29  ;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;El Nogal;580000000
4;5;2;345;338;6;Excelente;mas de 30  ;†1.700.000 COP;†10.869.565,22  ;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;El Refugio;3750000000
4;1;0;66;66;2;Bueno;9 a 15  ;†50.000 COP;†1.500.000  ;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;Casa;Bosa Laureles;99000000
3;2;1;72;72;4;No definida;9 a 15  ;†235.000 COP;†4.444.444,44  ;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Santa Teresa;320000000
3;3;2;92;92;6;Excelente;9 a 15  ;†511.000 COP;†6.793.478,26  ;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Rincon del Chico;625000000
3;2;1;100;0;4;Bueno;9 a 15  ;†245.000 COP;†4.050.000  ;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Gilmar;405000000
2;2;1;92;92;4;No definida;9 a 15  ;†622.000 COP;†6.521.739,13  ;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;Apartamento;Centro Internacional;600000000
6;4;2;246;0;4;Excelente;mas de 30  ;No definida;†3.170.731,71  ;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;Casa;Modelo;780000000
3;4;2;130;130;4;Bueno;16 a 30  ;†503.000 COP;†4.292.307,69  ;0;1;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Cedritos;558000000
2;2;2;131;131;4;Bueno;16 a 30  ;†739.000 COP;†6.717.557,25  ;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Los Rosales;880000000
No definida;No definida;0;250;91;3;Bueno;mas de 30  ;No definida;†2.600.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Fernando;650000000
3;2;2;110;100;5;Excelente;menor a 1 ;†280.000 COP;†6.354.545,45  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Nicolas de Federman;699000000
4;2;1;115;95;4;Excelente;16 a 30  ;†300.000 COP;†4.000.000  ;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Modelia;460000000
2;2;1;61;56;3;Excelente;menor a 1 ;†214.000 COP;†3.929.273,08  ;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Fontibon;240000000
1;2;1;50;44;3;No definida;1 a 8  ;†364.500 COP;†7.861.318,28  ;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;Las nieves;390000000
4;5;6;532;1440;6;Excelente;1 a 8  ;†1.355.000 COP;†4.323.308,27  ;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Casa;Guaymaral;2300000000
2;2;2;66;66;6;Bueno;1 a 8  ;†700.000 COP;†9.393.939,39  ;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;Apartamento;Santa Barbara;620000000
1;2;2;70;105;1;Excelente;9 a 15  ;†320.000 COP;†7.857.142,86  ;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Chico Norte;550000000
4;3;1;130;130;3;Excelente;menor a 1 ;No definida;†2.692.307,69  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;Casa;Zona Noroccidente;350000000
12;6;0;330;0;3;Bueno;16 a 30  ;No definida;†2.018.181,82  ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;Casa;Venecia;666000000
2;2;0;56;56;3;No definida;1 a 8  ;†165.000 COP;†4.821.428,57  ;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;Apartamento;Santa Monica;270000000
3;2;2;97;0;5;Excelente;menor a 1 ;†300.000 COP;†6.907.216,49  ;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;Apartamento;San Jose de Bavaria;670000000
3;2;2;136;136;6;No definida;16 a 30  ;†933.000 COP;†5.882.352,94  ;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;San Patricio;800000000
2;3;2;95;95;6;Excelente;16 a 30  ;†545.000 COP;†5.789.473,68  ;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;Apartamento;Chico;550000000
2;2;1;59;59;3;Bueno;16 a 30  ;†278.500 COP;†4.322.033,9  ;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Prado Pinzon;255000000
4;4;2;143;0;3;Excelente;16 a 30  ;No definida;†4.545.454,55  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;Casa;Santa Maria del Lago;650000000
4;3;1;102;102;5;Bueno;mas de 30  ;†620.000 COP;†5.098.039,22  ;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Alhambra;520000000
3;3;1;112;112;4;Excelente;mas de 30  ;†638.000 COP;†4.017.857,14  ;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;Apartamento;Puente Largo;450000000
3;2;3;80;80;4;Bueno;9 a 15  ;†450.000 COP;†5.500.000  ;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;Apartamento;Club de los lagartos;440000000
3;2;1;60;60;3;Excelente;9 a 15  ;†215.000 COP;†4.833.333,33  ;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Sotavento;290000000
4;2;1;90;0;3;Excelente;1 a 8  ;†198.000 COP;†4.000.000  ;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Nueva Castilla;360000000
3;5;6;390;800;5;Excelente;1 a 8  ;†1.050.000 COP;†6.410.256,41  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Jose de Bavaria;2500000000
2;1;0;45;45;3;Excelente;9 a 15  ;†88.500 COP;†3.555.555,56  ;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Tintal;160000000
5;3;1;200;160;4;Bueno;mas de 30  ;No definida;†3.500.000  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Palermo;700000000
3;4;2;117;0;5;Excelente;16 a 30  ;†670.000 COP;†5.085.470,09  ;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;Apartamento;Unicentro Bogota;595000000
1;3;2;336;300;4;Bueno;16 a 30  ;No definida;†3.184.523,81  ;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;Casa;Normandia;1070000000
3;2;1;77;77;4;Bueno;9 a 15  ;†270.000 COP;†5.519.480,52  ;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Mazuren;425000000
3;3;1;127;0;4;Excelente;9 a 15  ;†299.000 COP;†3.779.527,56  ;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;Casa;Suba la CampiÒa;480000000
1;2;1;59;59;6;No definida;1 a 8  ;†512.000 COP;†8.813.559,32  ;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Central;520000000
2;2;1;93;93;5;Excelente;9 a 15  ;†450.000 COP;†5.913.978,49  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;550000000
1;4;0;80;0;2;No definida;16 a 30  ;No definida;†4.875.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa Atalayas;390000000
3;2;0;77;77;4;Excelente;mas de 30  ;†70.000 COP;†4.935.064,94  ;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;Apartamento;Gran America;380000000
3;2;2;130;0;6;No definida;16 a 30  ;†733.000 COP;†7.538.461,54  ;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Los rosales;980000000
1;2;1;64;0;5;No definida;1 a 8  ;†239.000 COP;†6.562.500  ;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Contador;420000000
3;3;2;102;0;6;No definida;9 a 15  ;†1.000.000 COP;†7.352.941,18  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico Navarra;750000000
13;6;1;440;147;3;Bueno;mas de 30  ;No definida;†1.546.368,31  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Carvajal;680000000
10;3;4;500;0;4;Excelente;9 a 15  ;No definida;†3.300.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Teusaquillo;1650000000
4;2;1;96;90;4;Bueno;16 a 30  ;†225.000 COP;†4.270.833,33  ;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Casa;Hayuelos;410000000
4;4;2;160;0;4;Excelente;9 a 15  ;No definida;†6.562.500  ;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santafe;1050000000
4;3;1;109;0;3;Bueno;16 a 30  ;†160.000 COP;†3.348.623,85  ;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;Casa;El Cortijo;365000000
2;2;1;69;63;4;No definida;16 a 30  ;†421.100 COP;†4.927.536,23  ;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;EL CEDRO;340000000
3;2;0;51;44;3;Bueno;16 a 30  ;†100.000 COP;†3.137.254,9  ;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;Apartamento;Santa Teresa;160000000
4;4;2;160;0;5;Excelente;16 a 30  ;†250.000 COP;†5.624.375  ;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;Casa;Malibu;899900000
4;3;1;120;116;4;Bueno;16 a 30  ;†440.000 COP;†3.666.666,67  ;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Modelia;440000000
2;1;0;87;0;6;Remodelado;mas de 30  ;No definida;†5.287.356,32  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;Apartamento;Antiguo Country;460000000
5;3;1;252;252;4;Bueno;mas de 30  ;No definida;†3.571.428,57  ;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;Casa;San Nicolas;900000000
2;3;2;156;156;6;No definida;mas de 30  ;No definida;†6.089.743,59  ;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;Apartamento;La Cabrera;950000000
4;3;2;140;140;6;Excelente;1 a 8  ;†1.500.000 COP;†6.785.714,29  ;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;950000000
3;1;0;51;46;3;Bueno;9 a 15  ;†210.000 COP;†4.117.647,06  ;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Colina;210000000
3;4;3;311;311;4;Bueno;9 a 15  ;†890.000 COP;†5.003.215,43  ;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;Casa;Cerros de Suba;1556000000
3;2;1;67;0;3;Excelente;1 a 8  ;†196.000 COP;†4.611.940,3  ;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;309000000
3;2;1;59;59;3;Excelente;menor a 1 ;†80.000 COP;†4.830.508,47  ;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;Apartamento;La granja;285000000
2;2;2;63;63;4;Excelente;16 a 30  ;No definida;†5.079.365,08  ;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Usaquen;320000000
3;3;2;234;234;5;Bueno;16 a 30  ;†625.000 COP;†5.341.880,34  ;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Apartamento;Colina Campestre;1250000000
2;2;1;96;0;3;Bueno;9 a 15  ;†180.000 COP;†3.541.666,67  ;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;Casa;El Cortijo;340000000
1;2;2;95;0;6;Excelente;1 a 8  ;†820.000 COP;†9.000.000  ;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;Apartamento;El Refugio;855000000
3;2;1;95;88;4;Bueno;16 a 30  ;†474.000 COP;†5.052.631,58  ;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Cedritos;480000000
No definida;3;0;216;0;4;Bueno;mas de 30  ;No definida;†3.472.222,22  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Siete de Agosto;750000000
3;2;3;130;0;4;Excelente;menor a 1 ;†400.000 COP;†6.769.230,77  ;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Quinta Paredes;880000000
3;2;1;89;0;3;No definida;1 a 8  ;†343.800 COP;†4.831.460,67  ;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia;430000000
4;4;3;243;200;3;Bueno;16 a 30  ;No definida;†2.469.135,8  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Casa;Marsella;600000000
4;3;0;280;0;3;Excelente;16 a 30  ;No definida;†1.142.857,14  ;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villas de Granada;320000000
3;3;2;160;0;3;No definida;menor a 1 ;No definida;†2.368.750  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Kennedy Central;379000000
2;2;1;50;50;3;Excelente;16 a 30  ;No definida;†5.100.000  ;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los alamos;255000000
2;2;2;90;0;4;No definida;9 a 15  ;†830.000.000 COP;†9.222.222,22  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;830000000
5;3;4;240;240;5;No definida;mas de 30  ;No definida;†3.750.000  ;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Casa;Pasadena;900000000
3;2;1;71;71;3;Bueno;mas de 30  ;†190.000 COP;†4.957.746,48  ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Bolivia;352000000
6;6;2;585;585;6;No definida;mas de 30  ;No definida;†7.863.247,86  ;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Santa Barbara;4600000000
3;3;2;94;94;5;No definida;1 a 8  ;No definida;†7.765.957,45  ;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SAN IGNACIO SANTA CECILIA;730000000
1;1;1;54;0;5;Excelente;9 a 15  ;No definida;†6.835.396,27  ;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;1;Apartamento;Lisboa;370000000
3;3;2;158;158;4;No definida;16 a 30  ;†570.000 COP;†4.113.924,05  ;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Capri;650000000
5;3;1;182;182;4;Bueno;mas de 30  ;No definida;†3.681.318,68  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;Casa;Normandia Occidental;670000000
3;3;6;665;665;4;Bueno;mas de 30  ;No definida;†2.554.887,22  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;La Floresta Norte Parcelacin La Torca;1699000000
3;4;2;164;164;6;Excelente;16 a 30  ;†854.000 COP;†5.121.951,22  ;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Multicentro;840000000
7;5;2;363;0;3;Excelente;16 a 30  ;No definida;†2.341.597,8  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa Claudia;850000000
3;3;2;100;100;4;No definida;1 a 8  ;†450.000 COP;†7.900.000  ;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;790000000
5;5;2;193;193;5;Excelente;9 a 15  ;†600.000 COP;†4.913.877,83  ;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;Casa;Gratamira;950000000
5;4;5;288;288;6;No definida;16 a 30  ;†1.200.000 COP;†13.888.888,89  ;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;4000000000
4;5;3;225;225;6;Bueno;16 a 30  ;†1.400.000 COP;†6.666.666,67  ;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;El Nogal;1500000000
4;2;1;240;240;3;No definida;16 a 30  ;No definida;†2.500.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Marsella;600000000
3;3;2;120;120;6;No definida;16 a 30  ;†688.000 COP;†5.666.666,67  ;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;Apartamento;Chico Norte;680000000
2;2;1;78;75;5;Excelente;1 a 8  ;†382.000 COP;†5.576.923,08  ;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;Apartamento;Bella Suiza;435000000
3;2;1;72;0;3;Excelente;1 a 8  ;No definida;†3.888.888,89  ;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;Apartamento;Castilla;280000000
5;3;2;170;170;6;Bueno;1 a 8  ;†1.080.000 COP;†10.294.117,65  ;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;Apartamento;Chico;1750000000
4;3;2;120;110;5;Excelente;16 a 30  ;†500.000 COP;†3.332.500  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella suiza;399900000
1;2;1;72;61;5;Excelente;1 a 8  ;†379.000 COP;†5.722.222,24  ;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;Apartamento;Ginebra norte;412000001
2;1;1;50;0;3;Excelente;16 a 30  ;†133.000 COP;†3.700.000  ;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Suba;185000000
1;2;1;55;55;6;No definida;1 a 8  ;†350.000 COP;†8.000.000  ;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;Apartamento;Santa Barbara;440000000
4;2;3;106;106;3;No definida;mas de 30  ;No definida;†5.188.679,25  ;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Casa;Villa Maria;550000000
3;3;1;104;104;4;No definida;mas de 30  ;†371.000 COP;†5.096.153,85  ;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;Casa;Mirandela;530000000
3;1;0;58;54;3;Excelente;mas de 30  ;†45.000 COP;†3.620.689,66  ;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;Apartamento;Kennedy Central;210000000
3;2;1;70;70;4;Excelente;9 a 15  ;†200.000 COP;†4.857.142,86  ;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Casa;Colina Campestre;340000000
3;3;1;90;86;4;No definida;9 a 15  ;†350.000 COP;†4.777.777,78  ;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Mazuren;430000000
2;3;2;105;0;6;No definida;9 a 15  ;†616.000 COP;†5.704.761,9  ;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Santa Bibiana;599000000
3;2;1;54;54;3;No definida;9 a 15  ;†164.000 COP;†4.259.259,26  ;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad techo;230000000
3;2;0;53;0;2;No definida;No definida;†65.000 COP;†2.547.169,81  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Parcela el porvenir;135000000
2;1;0;45;45;3;No definida;mas de 30  ;†93.000 COP;†3.395.555,56  ;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;Apartamento;Ciudad bachue i etapa;152800000
